日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/06/01,"13,056,912","1,491,463,345",111.00,117.00,110.50,113.50,+3.50,"8,641"
110/06/02,"10,888,609","1,220,342,924",114.00,116.00,109.50,110.00,-3.50,"7,274"
110/06/03,"6,047,546","680,354,337",111.50,114.00,110.50,114.00,+4.00,"3,823"
110/06/04,"5,629,959","634,324,331",114.00,114.50,111.50,112.00,-2.00,"3,988"
110/06/07,"7,340,738","802,967,465",112.00,112.00,106.00,111.50,-0.50,"5,182"
110/06/08,"7,959,336","895,330,302",114.00,115.00,110.50,110.50,-1.00,"5,067"
110/06/09,"13,502,490","1,527,886,297",110.00,115.50,109.00,113.50,+3.00,"8,016"
110/06/10,"8,921,264","1,016,170,125",114.50,116.00,112.00,114.00,+0.50,"5,650"
110/06/11,"5,394,725","603,641,239",114.00,114.00,110.50,111.00,-3.00,"3,924"
110/06/15,"7,814,695","880,006,694",113.00,114.50,111.00,112.50,+1.50,"4,611"
110/06/16,"7,373,285","831,623,988",113.00,114.50,111.50,112.00,-0.50,"5,197"
110/06/17,"11,463,495","1,311,385,278",111.00,116.00,110.00,116.00,+4.00,"6,279"
110/06/18,"28,766,738","3,519,579,929",118.00,125.00,117.00,125.00,+9.00,"16,804"
110/06/21,"21,153,958","2,536,945,294",123.00,123.00,118.00,118.00,-7.00,"13,475"
110/06/22,"25,810,633","2,941,256,294",119.00,121.00,111.00,111.00,-7.00,"16,132"
110/06/23,"11,594,498","1,293,307,290",112.50,113.50,110.00,110.50,-0.50,"7,280"
110/06/24,"5,634,314","630,681,222",111.00,113.00,110.50,112.00,+1.50,"3,787"
110/06/25,"13,664,159","1,497,300,538",112.00,112.50,108.00,108.50,-3.50,"10,034"
110/06/28,"12,529,551","1,345,732,871",108.00,110.00,105.00,110.00,+1.50,"8,577"
110/06/29,"9,666,468","1,042,677,420",111.00,112.00,106.50,106.50,-3.50,"7,187"
110/06/30,"7,069,647","756,772,376",107.50,108.00,106.50,107.50,+1.00,"5,137"
