日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/07/01,"8,467,661","765,335,270",90.00,91.00,88.90,90.90,+1.10,"5,198"
113/07/02,"30,933,678","2,620,323,276",89.50,90.20,81.90,83.50,-7.40,"36,596"
113/07/03,"19,286,174","1,699,159,605",84.00,90.30,84.00,90.30,+6.80,"11,890"
113/07/04,"14,060,214","1,296,991,385",89.40,93.70,88.70,93.70,+3.40,"10,051"
113/07/05,"4,814,780","445,924,959",93.70,93.70,91.70,92.60,-1.10,"3,934"
113/07/08,"4,217,491","384,723,619",92.30,92.60,90.30,91.20,-1.40,"6,243"
113/07/09,"5,811,149","534,648,206",91.00,92.90,90.10,92.90,+1.70,"4,858"
113/07/10,"6,120,077","566,455,727",92.20,93.40,90.80,93.00,+0.10,"7,519"
113/07/11,"5,488,282","512,555,110",93.90,94.00,92.30,94.00,+1.00,"4,648"
113/07/12,"9,461,187","895,986,322",94.00,95.80,93.00,94.80,+0.80,"6,920"
113/07/15,"16,034,665","1,573,616,102",95.50,101.00,93.90,101.00,+6.20,"9,387"
113/07/16,"14,246,317","1,413,329,324",100.00,102.50,96.50,98.10,-2.90,"17,229"
113/07/17,"9,896,960","948,263,984",98.10,98.10,94.50,94.50,-3.60,"16,112"
113/07/18,"10,187,109","962,316,744",94.50,95.80,92.00,94.60,+0.10,"8,850"
113/07/19,"8,561,918","803,808,113",93.80,94.70,92.70,94.20,-0.40,"8,668"
113/07/22,"10,817,446","997,285,710",94.00,94.50,90.70,92.30,-1.90,"10,264"
113/07/23,"7,649,881","706,195,904",93.50,93.70,91.20,92.80,+0.50,"9,364"
113/07/26,"8,425,986","738,461,301",88.30,89.40,85.30,87.70,-1.60,"15,570"
113/07/29,"5,237,345","455,234,944",89.20,89.50,86.00,86.00,-1.70,"12,715"
113/07/30,"6,484,165","554,174,688",85.30,87.20,85.00,85.20,-0.80,"10,698"
113/07/31,"5,479,863","469,017,395",86.10,86.40,84.50,85.90,+0.70,"2,861"
