日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,"12,618,171","696,249,599",53.30,55.90,53.30,55.40,+2.60,"5,859"
111/06/02,"7,407,872","415,391,584",55.10,56.50,55.10,56.10,+0.70,"3,756"
111/06/06,"10,711,959","609,657,037",56.00,57.40,55.50,57.00,+0.90,"5,060"
111/06/07,"9,774,387","559,075,702",57.00,57.50,56.80,56.90,-0.10,"4,697"
111/06/08,"7,422,334","426,271,251",57.50,57.70,57.00,57.20,+0.30,"3,942"
111/06/09,"9,382,612","534,636,214",57.00,57.40,56.30,57.10,-0.10,"3,585"
111/06/10,"6,787,254","388,766,708",56.90,57.60,56.60,57.10, 0.00,"2,499"
111/06/13,"7,449,757","425,008,367",56.60,57.30,56.20,56.80,-0.30,"2,919"
111/06/14,"6,624,256","376,909,681",56.50,57.20,56.50,56.80, 0.00,"2,637"
111/06/15,"5,887,244","335,206,168",57.00,57.30,56.50,56.50,-0.30,"2,707"
111/06/16,"6,669,482","380,079,501",56.90,57.30,56.50,56.80,+0.30,"2,573"
111/06/17,"12,015,624","673,275,760",56.50,56.80,55.20,56.30,-0.50,"4,008"
111/06/20,"11,377,949","625,572,502",55.70,56.30,54.00,54.40,-1.90,"3,761"
111/06/21,"7,702,494","426,010,462",54.90,55.90,54.40,55.40,+1.00,"4,089"
111/06/22,"6,443,925","352,799,702",55.30,55.40,54.10,54.80,-0.60,"1,939"
111/06/23,"6,308,605","346,888,787",55.10,55.80,54.40,54.90,+0.10,"2,790"
111/06/24,"3,203,143","177,447,598",55.60,55.90,55.00,55.30,+0.40,"1,853"
111/06/27,"3,549,047","198,696,484",55.90,56.20,55.60,55.80,+0.50,"1,750"
111/06/28,"3,177,752","177,825,898",55.70,56.20,55.50,56.10,+0.30,"1,377"
111/06/29,"3,425,569","191,785,232",55.50,56.20,55.50,56.00,-0.10,"1,949"
111/06/30,"4,337,220","239,518,798",55.70,55.80,54.80,55.10,-0.90,"1,633"
