日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/09/01,"291,542","17,558,950",59.90,60.70,59.90,60.60,+0.70,241
112/09/04,"172,498","10,450,414",60.90,60.90,60.30,60.70,+0.10,177
112/09/05,"175,521","10,678,388",60.60,61.10,60.40,61.10,+0.40,173
112/09/06,"207,451","12,612,491",61.00,61.00,60.60,60.60,-0.50,197
112/09/07,"488,220","29,917,311",60.40,61.70,60.30,61.30,+0.70,409
112/09/08,"806,711","50,022,243",61.20,62.20,61.20,62.00,+0.70,667
112/09/11,"260,250","16,135,472",62.00,62.30,61.60,61.90,-0.10,250
112/09/12,"387,374","24,094,078",62.00,62.40,61.70,62.30,+0.40,278
112/09/13,"544,503","34,133,008",62.50,63.40,62.20,62.80,+0.50,739
112/09/14,"364,268","23,014,427",62.80,63.60,62.60,63.10,+0.30,342
112/09/15,"379,353","23,781,261",63.10,63.10,62.40,62.80,-0.30,425
112/09/18,"239,549","15,068,987",62.50,63.10,62.50,63.00,+0.20,251
112/09/19,"635,013","40,405,702",63.00,64.10,63.00,63.30,+0.30,461
112/09/20,"483,277","30,375,939",63.20,63.30,62.50,62.70,-0.60,483
112/09/21,"758,883","47,178,544",62.20,62.70,61.50,62.30,-0.40,514
112/09/22,"314,628","19,481,161",62.30,62.30,61.60,62.20,-0.10,331
112/09/25,"260,125","16,030,341",61.70,62.00,61.30,61.40,-0.80,504
112/09/26,"237,963","14,514,959",61.30,61.30,60.70,61.00,-0.40,493
112/09/27,"147,882","8,961,060",61.00,61.00,60.20,60.50,-0.50,559
112/09/28,"211,670","12,898,776",60.50,61.30,60.50,60.80,+0.30,167
