日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/11/01,"4,680,703","1,092,960,247",238.00,241.50,230.50,234.00,-6.50,"7,214"
110/11/02,"3,154,853","725,616,795",236.00,236.00,226.50,228.50,-5.50,"2,724"
110/11/03,"2,680,750","620,834,588",231.00,234.00,226.50,232.00,+3.50,"2,241"
110/11/04,"1,817,331","421,731,924",230.00,234.50,229.50,231.50,-0.50,"2,165"
110/11/05,"1,613,978","370,199,868",233.00,233.50,226.50,230.50,-1.00,"1,837"
110/11/08,"1,001,769","229,581,138",231.00,232.00,227.50,230.00,-0.50,"1,038"
110/11/09,"1,275,242","297,656,230",233.50,236.00,231.50,232.00,+2.00,"1,126"
110/11/10,"662,350","153,089,289",233.50,233.50,230.00,231.00,-1.00,"1,099"
110/11/11,"1,120,092","259,815,032",228.00,235.00,228.00,229.50,-1.50,"1,177"
110/11/12,"928,178","216,425,889",233.00,236.00,230.50,232.00,+2.50,932
110/11/15,"1,554,267","365,614,201",234.00,238.00,233.00,234.00,+2.00,"1,230"
110/11/16,"1,808,097","419,506,827",235.00,235.50,230.00,233.00,-1.00,"1,811"
110/11/17,"3,274,470","763,227,409",235.00,240.00,229.00,233.00, 0.00,"2,322"
110/11/18,"2,822,540","651,901,750",234.50,235.50,228.00,232.00,-1.00,"2,133"
110/11/19,"2,299,045","525,307,934",233.50,233.50,226.50,227.50,-4.50,"2,468"
110/11/22,"1,422,287","329,763,956",228.50,234.00,228.00,233.00,+5.50,"1,063"
110/11/23,"1,188,790","272,273,832",232.50,232.50,228.00,228.50,-4.50,"1,273"
110/11/24,"7,645,834","1,855,554,920",235.00,248.00,235.00,245.00,+16.50,"5,799"
110/11/25,"13,354,418","3,499,820,410",252.00,269.50,251.50,269.50,+24.50,"11,216"
110/11/26,"10,346,820","2,751,245,958",261.50,272.50,261.00,272.50,+3.00,"8,292"
110/11/29,"7,369,631","2,028,123,832",267.00,280.50,266.50,280.00,+7.50,"8,431"
110/11/30,"6,583,983","1,862,776,317",290.50,293.50,276.00,280.00, 0.00,"5,939"
