日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/08/01,"12,146,308","5,222,170,906",448.50,452.00,420.00,420.50,-17.50,"15,553"
113/08/02,"7,126,668","2,969,225,637",405.00,426.00,402.50,413.50,-7.00,"8,141"
113/08/05,"11,136,046","4,297,046,771",395.00,404.00,373.50,388.00,-25.50,"11,733"
113/08/06,"12,460,806","5,170,042,125",425.00,426.50,394.50,426.50,+38.50,"11,301"
113/08/07,"12,405,801","5,470,296,007",430.50,448.00,428.50,444.00,+17.50,"12,073"
113/08/08,"5,023,473","2,213,008,708",439.00,446.00,433.00,442.00,-2.00,"6,831"
113/08/09,"6,345,298","2,833,578,708",451.50,455.00,439.00,439.50,-2.50,"10,794"
113/08/12,"4,042,124","1,801,889,693",445.00,451.00,439.00,446.50,+7.00,"4,671"
113/08/13,"7,620,500","3,306,646,243",447.00,448.50,428.00,428.00,-18.50,"10,141"
113/08/14,"4,223,624","1,830,556,867",435.50,438.50,429.50,433.00,+5.00,"5,249"
113/08/15,"2,947,159","1,282,736,215",432.50,440.00,429.00,436.00,+3.00,"3,408"
113/08/16,"4,018,531","1,767,503,103",443.50,445.00,436.50,437.50,+1.50,"4,509"
113/08/19,"3,508,944","1,537,774,009",441.00,442.00,435.00,437.50, 0.00,"3,403"
113/08/20,"4,837,222","2,111,162,562",440.00,444.00,430.00,431.00,-6.50,"5,472"
113/08/21,"2,549,593","1,103,600,851",430.00,437.00,429.50,430.00,-1.00,"3,089"
113/08/22,"1,872,372","810,281,852",430.00,435.00,430.00,433.00,+3.00,"2,731"
113/08/23,"4,852,519","2,124,105,608",431.00,446.50,427.00,446.00,+13.00,"5,836"
113/08/26,"4,505,418","2,007,107,919",451.00,453.50,439.00,439.00,-7.00,"5,334"
113/08/27,"2,505,916","1,105,575,983",439.00,444.00,438.00,443.50,+4.50,"2,930"
113/08/28,"4,654,769","2,090,745,909",444.00,457.00,441.00,451.50,+8.00,"5,645"
113/08/29,"4,626,632","2,040,773,650",441.50,449.00,435.50,440.00,X0.00,"5,212"
113/08/30,"9,836,460","4,516,900,500",442.00,466.00,442.00,465.00,+25.00,"11,533"
