日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/08/01,"500,195","103,483,556",206.00,209.00,204.00,208.50,+5.00,"1,073"
112/08/02,"719,757","147,266,133",209.00,209.50,201.00,205.00,-3.50,"3,932"
112/08/04,"549,432","114,210,108",207.00,210.00,203.00,209.00,+4.00,713
112/08/07,"1,260,339","272,430,294",209.00,220.00,208.00,219.50,+10.50,"1,371"
112/08/08,"1,016,707","222,280,863",220.00,221.50,214.00,221.00,+1.50,"1,234"
112/08/09,"2,168,271","493,274,831",222.00,233.00,220.00,228.50,+7.50,"3,856"
112/08/10,"2,916,886","683,527,961",229.00,238.00,229.00,233.00,+4.50,"3,780"
112/08/11,"1,652,314","384,950,792",234.00,236.00,226.50,236.00,+3.00,"5,871"
112/08/14,"1,148,595","266,590,292",232.00,234.50,228.50,232.00,-4.00,"2,421"
112/08/15,"1,268,608","291,237,074",231.00,235.00,227.00,227.50,-4.50,"2,531"
112/08/16,"1,335,697","297,036,989",224.00,226.50,218.00,226.50,-1.00,"2,214"
112/08/17,"592,812","134,188,179",226.50,228.50,223.00,227.00,+0.50,"1,808"
112/08/18,"716,526","164,958,433",227.00,233.00,227.00,229.50,+2.50,"1,212"
112/08/21,"389,741","89,398,378",229.00,232.00,227.50,229.00,-0.50,"1,751"
112/08/22,"561,716","126,651,953",230.00,230.00,222.00,225.50,-3.50,"1,657"
112/08/23,"331,552","75,542,840",226.50,229.50,224.00,229.50,+4.00,455
112/08/24,"359,027","82,428,931",229.50,232.50,226.50,228.50,-1.00,893
112/08/25,"311,649","71,317,134",227.50,232.00,226.50,227.50,-1.00,"2,311"
112/08/28,"470,447","106,620,608",227.50,229.50,222.50,227.00,-0.50,"1,058"
112/08/29,"438,040","100,425,036",225.50,231.50,225.00,231.00,+4.00,"1,622"
112/08/30,"331,667","76,065,453",232.00,232.00,228.00,229.00,-2.00,"3,079"
112/08/31,"506,286","117,499,547",229.00,234.00,228.50,232.50,+3.50,"1,145"
