日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/09/01,"558,272","81,554,211",149.00,149.00,144.00,144.50,-5.00,654
111/09/02,"367,530","52,707,308",145.00,146.00,142.00,143.00,-1.50,419
111/09/05,"376,943","52,969,394",143.00,143.50,139.50,140.00,-3.00,402
111/09/06,"339,525","47,065,410",141.50,142.00,137.50,138.50,-1.50,361
111/09/07,"447,598","60,541,941",137.00,137.00,133.00,135.50,-3.00,493
111/09/08,"301,019","41,310,998",138.00,139.00,135.50,139.00,+3.50,307
111/09/12,"476,015","66,398,149",140.50,142.00,137.50,138.00,-1.00,501
111/09/13,"215,412","29,896,689",138.50,140.50,138.00,138.00, 0.00,276
111/09/14,"230,365","31,068,608",134.50,136.00,133.50,135.50,-2.50,328
111/09/15,"222,618","30,400,858",136.00,137.50,135.00,136.00,+0.50,224
111/09/16,"400,297","53,888,098",134.50,135.50,133.50,133.50,-2.50,359
111/09/19,"194,994","25,825,988",133.50,133.50,131.00,132.50,-1.00,227
111/09/20,"156,777","20,769,874",134.00,135.00,131.50,132.00,-0.50,186
111/09/21,"146,460","19,277,589",132.00,132.50,131.00,131.50,-0.50,221
111/09/22,"238,731","31,237,360",131.00,132.00,129.50,131.00,-0.50,283
111/09/23,"194,869","25,614,099",131.00,132.50,130.50,131.50,+0.50,218
111/09/26,"758,763","94,699,419",130.50,130.50,121.50,122.50,-9.00,856
111/09/27,"262,208","32,007,912",122.00,124.50,120.00,124.00,+1.50,313
111/09/28,"584,869","69,061,990",123.50,123.50,116.00,116.00,-8.00,650
111/09/29,"476,627","57,324,488",119.00,122.00,118.50,118.50,+2.50,433
111/09/30,"458,170","53,863,229",116.00,121.00,115.00,121.00,+2.50,427
