日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/08/02,"1,587,422","446,645,304",276.50,286.50,276.50,279.50,+7.00,"1,399"
110/08/03,"1,049,818","293,576,918",278.00,283.00,277.00,279.00,-0.50,999
110/08/04,"1,048,155","292,721,623",282.00,282.50,277.50,279.50,+0.50,952
110/08/05,"888,589","242,091,543",273.00,274.50,269.00,272.50,X0.00,838
110/08/06,"984,789","261,948,221",272.00,272.50,262.00,262.50,-10.00,"1,059"
110/08/09,"1,649,971","419,035,743",261.00,262.00,249.00,252.50,-10.00,"1,506"
110/08/10,"860,469","219,878,340",254.00,258.50,252.50,253.50,+1.00,798
110/08/11,"942,507","236,003,510",254.00,256.50,245.50,248.00,-5.50,840
110/08/12,"2,584,395","687,111,741",253.00,272.00,252.50,269.00,+21.00,"2,356"
110/08/13,"3,840,095","1,048,096,005",266.00,279.50,266.00,272.50,+3.50,"3,209"
110/08/16,"2,070,355","555,987,922",273.50,277.50,258.50,275.00,+2.50,"1,866"
110/08/17,"1,620,349","434,354,483",279.00,279.00,258.00,260.00,-15.00,"1,606"
110/08/18,"1,409,295","367,967,212",259.00,269.00,252.50,269.00,+9.00,"1,340"
110/08/19,"1,263,216","336,336,264",265.00,274.00,257.50,257.50,-11.50,"1,099"
110/08/20,"1,432,150","371,143,841",262.50,266.50,252.00,255.00,-2.50,"1,201"
110/08/23,"1,337,288","357,552,116",262.50,272.50,260.50,268.00,+13.00,"1,205"
110/08/24,"1,610,910","434,958,418",270.00,277.50,262.50,266.00,-2.00,"1,271"
110/08/25,"1,045,328","283,057,552",265.00,275.00,262.50,274.00,+8.00,967
110/08/26,"842,632","225,702,201",275.00,275.00,263.50,265.50,-8.50,800
110/08/27,"887,611","231,433,962",265.50,267.50,257.50,258.00,-7.50,865
110/08/30,"513,641","133,081,900",260.00,262.00,254.00,262.00,+4.00,498
110/08/31,"612,270","160,097,782",262.00,265.50,259.50,261.50,-0.50,546
