日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/04/01,"3,139,831","495,026,885",160.00,160.50,153.00,160.00,+3.00,"2,758"
114/04/02,"1,575,139","255,203,364",160.00,165.00,158.00,164.00,+4.00,"1,605"
114/04/07,"102,460","15,164,080",148.00,148.00,148.00,148.00,-16.00,327
114/04/08,"351,653","46,945,573",133.50,133.50,133.50,133.50,-14.50,755
114/04/09,"597,831","72,041,919",120.50,120.50,120.50,120.50,-13.00,811
114/04/10,"5,339,840","700,234,849",131.00,132.50,128.50,131.50,+11.00,"4,058"
114/04/11,"4,825,728","577,284,312",118.50,124.50,118.50,124.00,-7.50,"9,829"
114/04/14,"3,101,441","412,552,686",130.00,136.00,129.50,133.00,+9.00,"2,860"
114/04/15,"3,020,593","413,037,262",132.00,140.00,131.00,139.50,+6.50,"2,788"
114/04/16,"3,030,077","416,668,960",140.50,142.50,133.50,134.50,-5.00,"4,617"
114/04/17,"1,929,976","256,996,595",132.50,136.00,129.00,135.50,+1.00,"2,415"
114/04/18,"1,137,508","152,707,001",135.50,136.50,132.00,135.00,-0.50,"1,241"
114/04/21,"2,343,566","301,817,342",135.50,135.50,125.50,126.00,-9.00,"2,574"
114/04/22,"2,228,306","279,880,081",120.50,129.00,120.50,126.00, 0.00,"1,778"
114/04/23,"3,767,168","510,370,577",131.50,138.50,129.50,138.50,+12.50,"4,491"
114/04/24,"4,197,586","569,824,215",141.50,142.00,132.50,134.50,-4.00,"3,170"
114/04/25,"2,814,846","385,936,216",137.50,140.00,134.50,135.50,+1.00,"2,559"
114/04/28,"1,800,187","249,927,270",136.50,140.00,136.50,140.00,+4.50,"1,592"
114/04/29,"2,737,847","388,313,514",139.00,143.50,138.00,143.00,+3.00,"2,471"
114/04/30,"4,299,835","595,767,045",143.00,145.50,135.00,137.00,-6.00,"3,702"
