日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/05/02,"13,903,624","2,547,774,244",174.00,187.50,174.00,187.50,+17.00,"7,705"
112/05/03,"26,751,738","4,895,989,843",188.00,190.50,175.00,177.00,-10.50,"18,508"
112/05/04,"15,444,970","2,653,000,293",177.50,178.50,169.00,169.00,-8.00,"10,249"
112/05/05,"13,069,112","2,258,973,249",170.50,176.50,170.00,171.00,+2.00,"9,368"
112/05/08,"7,001,496","1,219,565,258",174.00,176.00,172.00,173.50,+2.50,"6,838"
112/05/09,"11,518,224","1,979,993,729",174.00,176.00,166.50,175.00,+1.50,"9,895"
112/05/10,"11,734,574","2,055,516,710",175.00,179.50,171.50,174.50,-0.50,"8,767"
112/05/11,"9,112,401","1,555,434,091",174.50,176.00,168.00,168.50,-6.00,"7,963"
112/05/12,"5,390,665","912,774,028",168.00,172.00,166.00,172.00,+3.50,"3,727"
112/05/15,"6,053,334","999,417,721",170.50,171.00,161.50,163.00,-9.00,"4,630"
112/05/16,"5,255,386","857,289,415",165.50,167.00,160.50,160.50,-2.50,"4,236"
112/05/17,"5,812,101","959,077,211",161.00,168.50,161.00,166.50,+6.00,"4,194"
112/05/18,"9,617,582","1,657,751,252",168.00,176.00,168.00,172.00,+5.50,"8,027"
112/05/19,"5,488,226","931,574,641",172.00,175.00,167.00,169.00,-3.00,"7,633"
112/05/22,"3,509,761","598,921,893",169.50,172.50,167.00,171.50,+2.50,"2,580"
112/05/23,"2,801,166","477,798,744",171.50,173.00,169.00,169.00,-2.50,"4,096"
112/05/24,"5,248,070","894,236,848",168.50,174.50,167.50,168.00,-1.00,"3,950"
112/05/25,"3,046,112","512,105,362",168.00,170.00,167.00,167.00,-1.00,"3,014"
112/05/26,"6,589,736","1,083,594,697",168.50,171.00,161.00,161.00,-6.00,"5,948"
112/05/29,"5,428,982","912,352,494",164.00,170.50,163.00,170.00,+9.00,"4,150"
112/05/30,"10,510,633","1,839,486,259",169.00,178.50,168.50,174.50,+4.50,"11,049"
112/05/31,"8,550,611","1,501,445,254",176.00,179.00,173.00,174.00,-0.50,"11,878"
