日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/06/01,"10,205,577","3,506,081,211",342.50,348.50,336.50,348.50,+8.50,"9,288"
112/06/02,"11,294,614","3,896,990,399",355.50,357.50,331.00,336.00,-12.50,"10,804"
112/06/05,"4,720,214","1,573,821,195",338.00,339.50,328.50,328.50,-7.50,"5,012"
112/06/06,"8,354,905","2,812,049,095",332.50,343.50,331.50,337.00,+8.50,"7,575"
112/06/07,"6,842,409","2,342,992,322",341.00,346.00,339.00,339.00,+2.00,"6,414"
112/06/08,"6,763,692","2,224,335,024",340.00,341.00,319.50,323.50,-15.50,"7,103"
112/06/09,"3,992,500","1,311,273,752",329.00,332.50,325.00,325.50,+2.00,"3,799"
112/06/12,"5,295,527","1,766,136,830",330.50,338.50,329.00,333.00,+7.50,"4,933"
112/06/13,"7,738,846","2,629,082,550",339.50,344.50,335.50,337.00,+4.00,"6,870"
112/06/14,"4,241,529","1,408,206,767",338.50,339.00,328.50,332.00,-5.00,"4,114"
112/06/15,"7,812,543","2,665,829,314",336.00,348.00,335.00,337.50,+5.50,"6,693"
112/06/16,"3,217,813","1,080,093,997",339.50,342.50,331.50,331.50,-6.00,"3,294"
112/06/19,"2,590,563","861,826,792",332.50,337.00,329.00,332.50,+1.00,"2,661"
112/06/20,"3,707,544","1,217,780,068",329.50,336.00,322.50,322.50,X0.00,"3,752"
112/06/21,"3,108,094","979,129,287",324.00,326.00,311.00,311.50,-11.00,"3,872"
112/06/26,"4,040,757","1,212,736,355",306.00,306.00,295.50,296.50,-15.00,"5,105"
112/06/27,"3,129,186","923,409,383",296.50,300.00,291.00,292.50,-4.00,"3,267"
112/06/28,"2,442,712","713,811,986",295.50,297.00,290.00,291.00,-1.50,"2,509"
112/06/29,"3,962,503","1,181,121,606",293.50,303.00,293.50,300.00,+9.00,"3,743"
112/06/30,"2,709,852","817,742,194",302.00,305.00,297.00,304.00,+4.00,"2,576"
