日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/07/01,"857,851","317,491,841",372.00,373.00,368.00,368.00,-2.00,960
113/07/02,"1,250,884","457,354,899",367.00,368.00,363.00,365.50,-2.50,"1,361"
113/07/03,"507,888","187,600,578",369.50,373.00,368.50,369.00,+3.50,606
113/07/04,"1,545,458","574,397,671",373.00,374.00,370.00,371.00,+2.00,991
113/07/05,"610,835","229,023,265",372.50,378.00,372.50,374.00,+3.00,856
113/07/08,"648,993","242,536,637",373.50,375.00,369.00,375.00,+1.00,957
113/07/09,"1,005,694","375,494,512",375.00,377.00,372.00,373.50,-1.50,744
113/07/10,"801,815","299,871,014",375.00,376.00,372.50,372.50,-1.00,"1,015"
113/07/11,"1,250,727","470,633,877",368.00,381.00,368.00,378.50,+6.00,"1,422"
113/07/12,"731,601","275,580,380",378.50,381.00,373.00,376.00,-2.50,899
113/07/15,"345,163","129,559,107",380.50,380.50,374.00,374.50,-1.50,679
113/07/16,"886,762","336,542,780",374.50,382.50,374.50,380.00,+5.50,"1,236"
113/07/17,"1,286,494","483,354,663",377.50,378.00,374.00,374.50,-5.50,"1,506"
113/07/18,"1,167,629","430,189,691",367.00,372.00,360.50,370.50,X0.00,"1,611"
113/07/19,"785,209","289,543,483",367.50,371.50,366.00,367.50,-3.00,"1,062"
113/07/22,"1,649,128","617,927,798",373.50,381.50,369.00,373.00,+5.50,"2,064"
113/07/23,"836,545","311,586,574",373.00,377.00,369.50,371.00,-2.00,"1,234"
113/07/26,"2,528,343","888,969,358",358.00,358.00,349.00,350.00,-21.00,"3,914"
113/07/29,"1,381,352","492,318,853",354.00,360.50,353.00,354.00,+4.00,"1,328"
113/07/30,"1,487,811","512,504,343",356.00,356.50,340.00,344.50,-9.50,"2,135"
113/07/31,"1,181,924","411,024,044",344.00,352.00,343.50,346.50,+2.00,"1,193"
