日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/02/07,"5,764,563","504,732,953",85.50,89.40,85.40,89.40,+4.40,"3,637"
111/02/08,"3,625,694","320,798,261",87.90,89.50,87.50,89.50,+0.10,"3,658"
111/02/09,"3,784,818","338,158,368",89.50,90.20,88.10,89.60,+0.10,"2,807"
111/02/10,"2,413,008","214,823,937",90.50,90.50,88.10,88.30,-1.30,"2,239"
111/02/11,"6,522,276","591,545,942",88.20,92.00,88.20,90.50,+2.20,"4,728"
111/02/14,"15,480,184","1,473,909,817",89.10,98.90,88.50,96.20,+5.70,"11,070"
111/02/15,"29,272,729","2,795,220,886",97.50,101.00,89.50,89.80,-6.40,"21,188"
111/02/16,"11,717,521","1,065,599,203",91.80,92.90,88.80,89.90,+0.10,"9,154"
111/02/17,"10,577,658","921,572,761",89.40,90.50,86.00,86.20,-3.70,"8,367"
111/02/18,"7,192,752","612,920,981",84.70,86.50,83.60,85.60,-0.60,"5,410"
111/02/21,"3,938,341","339,207,282",85.00,87.30,84.30,86.50,+0.90,"3,093"
111/02/22,"4,122,980","355,478,452",86.20,87.20,85.30,85.80,-0.70,"2,920"
111/02/23,"3,128,904","272,237,217",86.00,87.90,86.00,87.80,+2.00,"2,748"
111/02/24,"3,771,154","327,542,498",87.20,88.10,85.80,86.90,-0.90,"3,431"
111/02/25,"8,135,386","687,790,689",87.70,87.70,83.00,83.00,-3.90,"6,661"
