日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/04/01,"17,302,847","1,712,722,673",101.50,101.50,97.50,97.50,-4.50,"14,755"
113/04/02,"10,447,112","1,029,383,182",97.90,99.50,97.90,98.30,+0.80,"6,388"
113/04/03,"10,525,995","1,029,583,238",98.00,98.80,97.20,97.40,-0.90,"8,167"
113/04/08,"19,609,802","1,970,172,827",99.10,102.00,98.00,101.00,+3.60,"10,666"
113/04/09,"11,091,713","1,118,941,082",101.00,102.00,100.00,100.50,-0.50,"6,438"
113/04/10,"13,261,418","1,345,826,588",101.00,103.00,100.00,101.00,+0.50,"8,144"
113/04/11,"8,141,838","818,472,228",100.50,102.00,99.10,101.50,+0.50,"6,108"
113/04/12,"13,980,428","1,384,805,512",100.50,100.50,98.30,98.30,-3.20,"10,077"
113/04/15,"13,637,460","1,353,845,973",98.00,100.50,97.90,98.70,+0.40,"6,836"
113/04/16,"18,724,483","1,803,542,121",98.40,98.50,95.00,95.40,-3.30,"12,670"
113/04/17,"9,450,797","910,274,577",95.40,96.80,95.20,96.40,+1.00,"7,070"
113/04/18,"8,768,553","847,282,158",95.80,97.20,95.80,96.60,+0.20,"5,420"
113/04/19,"16,545,084","1,566,760,717",95.30,96.00,92.60,94.80,-1.80,"9,583"
113/04/22,"7,592,009","718,222,566",94.80,95.40,93.60,94.50,-0.30,"5,682"
113/04/23,"5,024,133","477,304,965",96.10,96.30,94.40,94.70,+0.20,"4,135"
113/04/24,"4,930,774","475,018,917",95.00,97.10,95.00,96.70,+2.00,"4,777"
113/04/25,"6,357,236","603,763,254",96.10,96.30,94.50,94.70,-2.00,"5,035"
113/04/26,"6,214,369","603,290,502",95.20,97.90,95.10,97.00,+2.30,"4,537"
113/04/29,"5,612,816","551,973,408",97.30,98.80,97.10,98.50,+1.50,"5,627"
113/04/30,"8,712,625","851,394,218",97.60,98.60,97.00,97.70,-0.80,"6,043"
