日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/12/02,"2,583,212","246,067,561",95.10,96.10,94.80,94.80,+0.50,"1,806"
113/12/03,"8,659,653","813,757,679",95.20,95.80,93.30,93.70,-1.10,"6,160"
113/12/04,"8,676,104","810,729,904",93.50,94.70,92.40,94.70,+1.00,"4,372"
113/12/05,"6,196,087","582,572,027",93.90,94.70,93.70,93.80,-0.90,"3,166"
113/12/06,"4,954,606","467,187,566",94.60,94.90,94.00,94.10,+0.30,"3,258"
113/12/09,"7,819,682","754,221,634",94.70,97.50,94.30,97.30,+3.20,"4,184"
113/12/10,"6,186,052","596,421,948",97.30,97.50,95.90,96.00,-1.30,"3,684"
113/12/11,"4,316,446","415,145,704",96.00,97.00,95.50,95.70,-0.30,"2,571"
113/12/12,"4,183,297","403,484,600",95.70,96.80,95.60,96.40,+0.70,"2,629"
113/12/13,"3,601,955","342,657,154",96.00,96.40,94.50,95.20,-1.20,"2,300"
113/12/16,"6,463,485","603,765,455",95.60,95.60,92.50,92.70,-2.50,"3,665"
113/12/17,"7,049,185","651,198,039",92.70,93.80,91.90,92.30,-0.40,"4,121"
113/12/18,"6,774,159","620,416,149",91.20,92.20,91.00,91.70,-0.60,"4,184"
113/12/19,"6,406,867","581,449,903",90.00,91.20,89.50,91.20,-0.50,"3,912"
113/12/20,"10,706,033","970,106,484",90.00,91.60,90.00,90.30,-0.90,"3,380"
113/12/23,"6,302,900","588,357,394",92.00,93.80,91.90,93.50,+3.20,"3,333"
113/12/24,"4,213,098","390,157,576",94.00,94.40,92.00,92.40,-1.10,"2,563"
113/12/25,"2,750,930","255,189,667",92.90,93.20,92.30,92.80,+0.40,"1,466"
113/12/26,"2,344,436","219,280,219",93.50,93.80,92.90,93.80,+1.00,"1,581"
113/12/27,"2,388,131","222,650,678",93.40,93.80,92.70,93.00,-0.80,"1,618"
113/12/30,"10,323,798","951,959,761",93.40,94.00,91.70,92.00,-1.00,"4,823"
113/12/31,"12,511,111","1,142,495,739",92.10,92.70,90.50,91.90,-0.10,"6,244"
