日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/09/01,"6,056,065","470,818,917",78.00,78.40,77.30,77.70,-0.30,"4,040"
112/09/04,"3,461,572","267,308,190",77.60,77.80,76.90,77.30,-0.40,"2,309"
112/09/05,"2,827,144","219,002,910",77.30,77.80,76.90,77.70,+0.40,"2,056"
112/09/06,"5,724,218","446,112,969",77.60,78.40,77.50,77.80,+0.10,"3,507"
112/09/07,"4,736,603","368,617,017",77.50,78.20,77.30,77.70,-0.10,"3,483"
112/09/08,"4,894,748","381,262,886",77.40,78.20,77.10,78.10,+0.40,"3,115"
112/09/11,"9,756,187","736,727,246",77.90,77.90,74.80,74.90,-3.20,"7,341"
112/09/12,"7,386,683","565,526,007",75.10,77.30,75.10,76.70,+1.80,"4,793"
112/09/13,"4,239,425","324,797,675",76.60,77.20,76.00,76.80,+0.10,"3,599"
112/09/14,"4,279,053","332,064,563",77.00,77.90,77.00,77.50,+0.70,"3,379"
112/09/15,"11,235,771","876,041,708",78.00,78.10,77.60,78.10,+0.60,"4,242"
112/09/18,"4,124,953","319,807,721",77.30,77.80,77.20,77.30,-0.80,"3,585"
112/09/19,"4,496,626","349,862,011",77.60,78.40,77.20,77.20,-0.10,"3,137"
112/09/20,"5,798,629","449,206,048",77.20,78.00,77.00,77.00,-0.20,"3,972"
112/09/21,"4,959,030","379,417,063",76.60,77.30,76.00,76.50,-0.50,"3,473"
112/09/22,"2,863,258","219,979,345",76.00,77.30,76.00,77.00,+0.50,"2,107"
112/09/25,"3,253,976","249,121,272",76.60,76.80,76.20,76.70,-0.30,"2,572"
112/09/26,"3,508,670","267,060,843",76.20,76.40,75.90,76.00,-0.70,"2,741"
112/09/27,"2,643,396","201,130,741",76.00,76.50,75.40,76.30,+0.30,"1,801"
112/09/28,"4,668,991","357,712,609",76.30,77.20,76.10,76.60,+0.30,"2,674"
