日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/06/01,"5,875,848","566,622,436",95.50,97.70,94.90,95.70,+0.20,"5,413"
112/06/02,"3,770,040","362,245,865",96.20,97.00,94.80,95.60,-0.10,"3,336"
112/06/05,"5,552,562","546,641,970",97.30,99.50,97.10,98.40,+2.80,"4,337"
112/06/06,"4,204,186","405,499,533",98.40,98.40,95.30,96.30,-2.10,"3,819"
112/06/07,"5,294,158","502,153,995",95.40,96.00,94.20,94.80,-1.50,"4,410"
112/06/08,"3,323,777","317,288,657",95.50,96.30,94.50,94.70,-0.10,"2,390"
112/06/09,"1,943,613","185,232,265",95.60,95.80,94.70,95.40,+0.70,"1,472"
112/06/12,"2,186,189","208,370,274",95.80,96.10,94.30,95.30,-0.10,"1,664"
112/06/13,"2,237,682","213,420,999",96.30,96.30,95.00,95.40,+0.10,"1,756"
112/06/14,"2,563,781","246,594,142",95.70,96.70,95.40,96.70,+1.30,"1,715"
112/06/15,"2,791,766","270,494,225",97.00,97.40,96.30,97.20,+0.50,"1,842"
112/06/16,"4,405,002","424,942,678",97.50,97.50,95.20,97.00,-0.20,"2,675"
112/06/19,"4,314,882","422,219,228",97.00,98.50,95.80,98.50,+1.50,"2,624"
112/06/20,"5,848,631","566,071,197",98.90,99.00,95.60,95.70,-2.80,"4,055"
112/06/21,"1,959,054","188,144,565",96.30,96.60,95.50,95.90,+0.20,"1,359"
112/06/26,"2,979,669","287,006,204",95.40,97.50,94.00,97.00,+1.10,"2,228"
112/06/27,"2,595,803","250,393,045",96.60,97.50,95.30,96.50,-0.50,"1,957"
112/06/28,"22,527,054","2,294,549,118",98.40,105.50,98.40,99.60,+3.10,"13,496"
112/06/29,"31,390,052","3,358,003,583",102.00,109.50,101.50,106.50,+6.90,"16,301"
112/06/30,"14,656,732","1,534,477,559",106.50,107.00,102.50,105.00,-1.50,"7,804"
