日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/01/02,"3,498,403","423,249,916",122.50,123.00,120.00,120.00,-2.00,"2,919"
114/01/03,"5,021,960","611,714,401",121.50,124.00,119.00,123.00,+3.00,"4,213"
114/01/06,"3,617,471","438,074,488",123.00,123.00,120.50,120.50,-2.50,"3,044"
114/01/07,"4,471,328","549,411,609",123.00,124.50,121.00,121.00,+0.50,"3,229"
114/01/08,"1,907,101","232,073,245",121.50,123.00,120.50,121.00, 0.00,"2,035"
114/01/09,"5,829,946","692,627,516",122.00,123.00,116.00,116.00,-5.00,"4,694"
114/01/10,"2,251,896","262,246,686",116.50,117.50,115.50,116.00, 0.00,"1,805"
114/01/13,"3,282,969","369,420,216",115.00,115.50,111.00,112.00,-4.00,"2,686"
114/01/14,"7,126,411","853,225,907",115.00,122.50,113.50,122.00,+10.00,"5,968"
114/01/15,"6,004,864","733,967,025",121.00,124.50,120.00,123.00,+1.00,"6,868"
114/01/16,"6,456,609","807,137,269",123.50,127.00,123.00,124.50,+1.50,"4,943"
114/01/17,"4,154,252","518,877,897",123.50,126.50,122.00,125.00,+0.50,"8,148"
114/01/20,"11,108,951","1,415,369,131",126.00,129.00,125.00,126.00,+1.00,"10,258"
114/01/21,"3,415,148","424,744,671",125.50,126.50,123.50,124.00,-2.00,"3,128"
114/01/22,"3,208,153","402,346,274",125.50,126.00,124.00,126.00,+2.00,"2,540"
