日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
114/05/02,"4,869,538","493,196,197",104.50,105.00,99.70,100.00,-4.50,"4,904"
114/05/05,"4,217,084","418,453,908",99.60,101.00,96.80,100.00, 0.00,"3,060"
114/05/06,"4,180,038","412,818,036",99.00,100.00,96.80,98.90,-1.10,"3,793"
114/05/07,"2,867,030","286,898,083",99.00,101.00,98.30,101.00,+2.10,"1,848"
114/05/08,"1,801,784","181,551,538",101.00,102.00,100.00,101.00, 0.00,"1,229"
114/05/09,"1,714,021","175,885,809",101.00,104.00,100.50,103.50,+2.50,"1,316"
114/05/12,"1,798,099","182,862,594",103.00,103.50,100.50,102.00,-1.50,"1,794"
114/05/13,"2,005,406","208,462,006",103.50,105.00,103.00,103.50,+1.50,"1,600"
114/05/14,"1,997,350","206,862,404",104.00,105.00,102.00,104.50,+1.00,"1,854"
114/05/15,"2,143,916","224,283,384",105.00,105.50,103.50,105.00,+0.50,"1,948"
114/05/16,"3,179,760","326,311,407",105.00,105.00,101.50,103.00,-2.00,"2,805"
114/05/19,"3,747,493","372,006,841",102.50,103.50,98.00,98.00,-5.00,"3,161"
114/05/20,"1,957,414","195,263,356",99.10,100.50,98.70,99.20,+1.20,"1,653"
114/05/21,"988,367","98,767,637",100.00,100.50,99.20,100.50,+1.30,"1,165"
114/05/22,"2,123,524","210,091,875",99.40,99.40,98.10,99.40,-1.10,"1,892"
114/05/23,"2,256,260","223,288,960",100.00,101.00,98.20,98.20,-1.20,"2,546"
