日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
113/09/02,"1,763,002","199,075,881",112.00,114.00,112.00,113.00,+1.50,"1,293"
113/09/03,"1,093,031","122,769,090",113.50,114.00,111.00,111.00,-2.00,990
113/09/04,"2,359,925","255,297,986",108.00,110.00,106.00,108.00,-3.00,"2,291"
113/09/05,"1,157,192","124,564,737",109.00,109.50,106.50,107.00,-1.00,940
113/09/06,"1,280,737","135,880,134",107.50,107.50,105.00,107.00, 0.00,"1,162"
113/09/09,"3,014,266","306,339,626",102.00,103.00,99.40,103.00,-4.00,"2,424"
113/09/10,"1,906,496","196,753,641",103.00,105.50,101.00,101.50,-1.50,"1,673"
113/09/11,"1,225,140","123,231,387",102.00,102.00,99.60,100.00,-1.50,"1,222"
113/09/12,"959,619","97,171,629",101.50,102.00,100.50,102.00,+2.00,857
113/09/13,"1,233,889","126,117,343",102.00,103.00,101.00,102.50,+0.50,"1,019"
113/09/16,"996,509","103,272,537",104.50,104.50,102.50,103.50,+1.00,"1,021"
113/09/18,"2,536,099","264,602,414",104.50,107.00,102.50,102.50,-1.00,"1,620"
113/09/19,"2,275,925","240,195,209",104.00,107.00,104.00,105.00,+2.50,"1,498"
113/09/20,"1,786,375","186,998,904",107.00,107.00,103.50,103.50,-1.50,"1,166"
113/09/23,"3,722,442","403,764,226",105.00,110.00,105.00,109.50,+6.00,"2,492"
113/09/24,"2,569,180","283,676,368",110.00,112.50,109.00,109.50, 0.00,"2,184"
113/09/25,"3,132,892","348,400,413",111.00,113.00,109.50,111.00,+1.50,"2,508"
113/09/26,"6,534,784","758,225,117",113.00,118.00,113.00,117.50,+6.50,"4,474"
113/09/27,"3,594,216","412,625,922",116.00,117.50,113.50,113.50,-4.00,"4,633"
113/09/30,"1,835,706","207,090,503",113.50,114.50,111.50,111.50,-2.00,"3,290"
