日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/07/01,"3,929,891","305,419,775",81.00,81.00,75.80,75.90,-5.20,"4,341"
111/07/04,"2,160,618","164,951,965",76.50,78.30,75.00,75.00,-0.90,"2,135"
111/07/05,"2,542,719","194,096,167",76.50,77.20,75.40,76.10,+1.10,"2,357"
111/07/06,"2,760,792","210,875,433",77.20,77.70,75.60,76.00,-0.10,"2,008"
111/07/07,"7,201,018","579,113,644",78.00,82.30,77.20,82.10,+6.10,"5,226"
111/07/08,"17,315,435","1,483,755,720",83.70,87.50,82.50,86.90,+4.80,"13,013"
111/07/11,"20,582,491","1,787,547,292",87.50,89.40,83.80,85.60,-1.30,"15,015"
111/07/12,"10,348,292","868,496,577",84.10,85.80,82.40,84.00,-1.60,"7,621"
111/07/13,"11,209,162","934,648,984",85.60,85.90,81.60,82.30,-1.70,"7,964"
111/07/14,"23,394,024","2,061,072,280",83.00,90.50,82.50,90.50,+8.20,"11,537"
111/07/15,"19,564,553","1,733,921,993",90.50,90.50,86.70,88.20,-2.30,"13,363"
111/07/18,"10,240,524","901,927,127",89.00,89.60,86.80,88.50,+0.30,"6,594"
111/07/19,"6,205,857","547,695,318",88.40,89.20,87.50,87.80,-0.70,"4,039"
111/07/20,"13,758,976","1,202,772,973",89.40,89.70,85.60,87.70,-0.10,"7,923"
111/07/21,"4,992,620","438,139,926",88.40,88.70,86.90,88.00,+0.30,"3,058"
111/07/22,"5,380,865","464,534,092",87.50,87.70,85.20,85.50,-2.50,"4,149"
111/07/25,"4,406,225","379,878,606",85.50,87.00,85.00,86.40,+0.90,"2,819"
111/07/26,"4,007,467","344,363,610",86.70,87.30,85.10,86.00,-0.40,"2,515"
111/07/27,"3,288,843","284,636,188",86.00,87.40,85.50,87.00,+1.00,"2,327"
111/07/28,"6,374,874","562,785,159",88.00,89.30,87.20,88.00,+1.00,"4,318"
111/07/29,"8,126,678","727,069,413",89.60,90.60,88.10,90.40,+2.40,"5,381"
