日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
112/02/01,"4,976,035","406,962,918",81.00,82.50,81.00,81.90,+1.60,"3,722"
112/02/02,"5,845,968","481,120,916",82.60,83.20,81.40,83.00,+1.10,"4,522"
112/02/03,"3,300,959","274,403,722",83.50,83.80,82.50,82.70,-0.30,"2,305"
112/02/06,"1,660,806","137,200,291",82.70,83.20,81.90,82.50,-0.20,"1,283"
112/02/07,"3,149,171","261,371,069",83.00,83.50,82.50,83.30,+0.80,"1,954"
112/02/08,"3,276,840","271,673,733",84.00,84.00,82.40,82.50,-0.80,"2,364"
112/02/09,"1,620,833","133,178,077",82.50,82.90,81.80,82.10,-0.40,"1,329"
112/02/10,"3,202,178","259,322,391",82.20,82.20,80.40,80.50,-1.60,"2,316"
112/02/13,"2,066,005","167,519,205",80.30,81.60,80.30,81.30,+0.80,"1,253"
112/02/14,"1,338,607","109,284,573",81.70,82.10,81.30,81.50,+0.20,951
112/02/15,"2,251,358","185,342,032",81.90,82.80,81.60,82.30,+0.80,"1,604"
112/02/16,"6,377,832","535,287,424",83.00,85.00,82.70,84.90,+2.60,"4,369"
112/02/17,"3,661,500","310,511,607",84.50,85.30,84.20,84.70,-0.20,"3,495"
112/02/20,"2,201,285","185,875,137",84.90,85.20,84.00,84.20,-0.50,"1,646"
112/02/21,"2,451,252","206,465,402",84.80,84.90,83.70,83.90,-0.30,"1,660"
112/02/22,"3,233,067","269,175,303",83.10,84.50,82.30,84.40,+0.50,"2,156"
112/02/23,"2,214,997","187,104,804",84.50,84.80,84.00,84.80,+0.40,"1,495"
112/02/24,"4,277,621","364,307,720",85.60,86.20,84.20,84.30,-0.50,"2,810"
