日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/04/01,"174,266","3,782,145",21.80,21.90,21.55,21.65,-0.25,114
111/04/06,"122,521","2,632,395",21.50,21.60,21.40,21.50,-0.15,97
111/04/07,"293,087","6,192,280",21.35,21.60,20.80,20.90,-0.60,172
111/04/08,"130,480","2,741,748",21.05,21.10,20.95,21.00,+0.10,157
111/04/11,"360,451","7,379,474",21.20,21.20,20.30,20.35,-0.65,204
111/04/12,"142,609","2,896,907",20.20,20.50,20.20,20.20,-0.15,111
111/04/13,"110,015","2,253,662",20.35,20.65,20.20,20.55,+0.35,74
111/04/14,"105,250","2,152,083",20.55,20.60,20.35,20.40,-0.15,84
111/04/15,"579,581","11,582,493",20.35,20.35,19.85,19.95,-0.45,289
111/04/18,"175,415","3,471,093",19.95,20.00,19.55,19.75,-0.20,124
111/04/19,"166,059","3,338,371",19.70,20.25,19.70,20.25,+0.50,115
111/04/20,"135,505","2,759,209",20.45,20.50,20.20,20.40,+0.15,94
111/04/21,"106,515","2,185,004",20.55,20.60,20.40,20.45,+0.05,102
111/04/22,"122,451","2,479,970",20.10,20.50,20.10,20.15,-0.30,90
111/04/25,"416,085","8,087,847",20.05,20.05,19.30,19.30,-0.85,240
111/04/26,"243,471","4,693,490",19.65,19.65,19.15,19.15,-0.15,122
111/04/27,"588,204","10,708,613",18.80,18.80,18.00,18.25,-0.90,352
111/04/28,"242,166","4,511,304",18.50,18.90,18.30,18.55,+0.30,136
111/04/29,"98,806","1,845,794",18.70,18.95,18.60,18.60,+0.05,89
